"","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020"
"322",0,1,0,1,1,1,1,0,1,1,3,2,2,1,3,3,3,0,3,2
"323",1,0,0,1,1,0,0,1,0,0,3,4,4,4,4,2,1,4,3,2
"324",0,0,1,1,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
"325",0,0,1,0,1,1,1,1,0,1,4,4,4,4,4,4,3,2,2,1
"326",0,0,1,1,1,1,1,0,0,1,3,2,4,4,1,4,2,3,4,3
"327",0,0,1,0,1,1,1,1,0,0,1,2,2,3,4,3,4,3,2,3
"328",1,0,0,0,1,0,1,0,0,0,2,1,2,3,2,2,2,1,2,1
"329",0,0,0,1,0,1,0,1,0,0,1,2,4,3,1,4,3,3,1,3
"330",0,0,0,0,0,0,0,1,1,0,3,2,4,1,4,4,3,1,2,2
"331",0,0,0,0,0,1,1,0,0,0,3,3,2,3,2,4,2,2,4,0
"332",1,0,0,1,1,1,1,0,0,0,4,4,4,4,4,4,4,3,4,4
"333",0,0,1,1,0,1,1,0,0,1,1,4,4,2,1,2,4,3,1,2
"334",0,1,1,0,1,1,1,1,0,1,3,4,4,4,4,1,3,2,4,3
"335",0,0,0,0,0,1,1,0,0,1,3,4,4,4,1,2,0,4,1,3
"336",1,0,1,1,1,1,1,1,0,1,3,4,4,2,4,4,4,3,0,3
"337",1,0,0,1,0,0,1,1,0,0,1,4,4,2,3,4,3,4,3,3
"338",1,0,1,0,0,0,0,0,1,0,4,2,4,3,2,3,4,3,4,1
"339",1,0,0,0,1,0,0,0,1,1,3,4,4,2,1,2,1,3,1,2
"340",0,0,1,0,1,1,1,0,0,1,4,2,4,4,4,4,3,4,4,2
"341",0,0,0,0,0,1,1,0,1,1,4,1,2,2,2,4,4,4,4,4
"342",0,0,1,0,1,1,1,0,0,1,4,2,4,3,4,4,4,3,3,2
"343",0,0,0,0,0,1,1,0,0,1,1,2,2,2,3,3,2,2,2,1
"344",0,0,1,0,1,1,1,1,0,1,3,4,2,4,3,3,3,3,4,4
"345",0,1,0,1,0,1,1,0,0,0,3,4,4,3,3,4,2,3,1,2
"346",0,0,1,1,1,1,1,1,0,0,3,2,4,4,4,0,3,3,1,0
"347",0,0,0,0,0,1,1,1,0,1,4,4,4,4,4,4,3,4,4,3
"348",1,0,0,1,0,0,1,0,0,0,3,4,4,3,4,3,2,4,1,3
"349",1,0,1,1,0,1,1,1,0,1,4,1,4,4,3,0,2,3,1,3
"350",1,0,0,1,0,1,1,1,1,1,3,4,4,4,3,4,2,2,1,0
"351",0,0,0,0,0,0,1,1,0,0,3,1,4,2,3,3,3,3,2,3
"352",0,0,0,0,1,1,1,1,0,1,3,4,4,3,4,2,2,4,2,2
"353",0,0,1,0,0,1,0,0,0,0,4,3,4,2,3,2,2,2,2,4
"354",0,0,0,0,1,0,1,0,0,0,3,1,2,1,3,3,1,1,3,1
"355",1,0,0,1,1,0,0,0,0,0,1,2,2,1,1,1,3,3,2,2
"356",0,0,0,0,1,0,1,0,0,1,3,2,2,2,1,2,2,1,3,1
"357",0,0,0,1,0,0,0,1,1,0,1,4,4,2,1,2,1,2,1,2
"358",0,0,1,0,1,1,1,0,0,0,3,4,2,2,1,2,3,3,3,1
"359",0,0,0,0,1,1,1,0,0,1,1,1,4,1,3,2,3,1,2,1
"360",0,0,0,0,1,1,1,1,0,0,3,4,4,4,1,3,3,4,1,1
"361",1,0,0,0,1,1,1,0,0,0,3,2,2,2,3,2,3,3,1,0
"362",1,0,1,0,1,1,1,0,1,0,3,4,4,2,3,2,3,3,1,3
"363",1,0,1,0,1,0,1,0,1,0,3,4,4,3,3,4,3,3,3,1
"364",0,0,0,1,0,0,0,0,0,0,1,4,4,2,3,1,2,1,2,3
"365",0,0,0,0,0,1,1,0,0,1,3,4,4,3,1,2,2,3,1,1
"366",0,0,0,1,0,0,1,1,1,0,1,2,2,2,3,1,2,3,1,2
"367",0,0,1,1,1,1,1,0,1,1,1,4,4,3,1,4,3,3,2,3
"368",1,0,1,0,0,0,0,0,0,0,3,2,2,0,1,2,2,1,3,2
"369",0,0,0,0,1,0,1,1,1,1,1,3,2,2,4,2,1,3,3,2
"370",0,0,0,0,0,1,0,0,1,0,3,2,2,0,3,2,3,2,2,3
"371",1,0,0,0,0,1,1,0,1,1,3,4,4,3,2,4,2,2,1,2
"372",0,0,1,1,1,0,1,0,1,1,3,4,4,3,4,2,3,4,2,1
"373",0,0,1,0,1,1,1,1,0,1,4,4,4,2,4,2,2,3,2,3
"374",0,0,0,0,0,0,1,0,0,1,3,2,2,2,3,4,2,3,1,1
"375",0,0,1,0,1,1,1,1,0,0,4,4,4,2,4,4,4,4,3,0
"376",0,0,0,1,0,1,1,1,1,0,3,4,4,4,1,4,4,4,3,3
"377",0,0,0,1,1,1,1,1,0,0,3,4,4,3,4,3,3,2,1,3
"378",0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,1,4,0,3,1
"379",0,0,0,0,0,1,1,0,0,0,4,1,4,3,4,2,3,2,2,0
"380",1,0,0,0,0,0,1,0,1,0,4,4,4,4,4,2,3,4,4,3
"381",0,0,0,0,1,1,1,0,1,0,1,4,4,2,3,3,2,2,1,0
"382",1,0,1,0,0,0,1,0,0,1,3,4,4,4,3,4,0,3,3,4
"383",1,1,1,1,1,1,1,0,1,1,4,4,4,4,4,4,4,4,4,4
"384",0,0,0,1,1,1,1,0,0,1,1,3,2,2,4,3,1,2,3,2
"385",0,0,1,1,0,1,1,1,0,1,3,4,4,3,3,4,4,4,2,3
"386",0,0,1,0,1,1,1,1,1,0,3,4,4,4,3,3,3,1,2,2
"387",0,0,0,0,1,1,1,0,0,1,2,4,4,3,3,1,4,4,2,3
"388",0,0,1,0,0,0,1,0,0,0,4,4,4,3,4,3,3,4,4,3
"389",1,0,0,1,0,0,0,0,1,0,3,2,4,3,3,2,1,1,3,2
"390",0,1,0,1,0,1,0,0,0,1,3,2,2,2,3,2,1,0,4,3
"391",1,0,1,0,0,1,0,0,0,0,1,4,2,1,3,2,3,1,1,2
"392",1,1,1,0,1,1,1,1,0,0,3,4,4,3,3,4,4,3,3,3
"393",0,0,1,0,1,1,0,0,0,0,1,4,4,2,3,2,2,2,1,1
"394",1,0,0,0,0,1,1,0,0,1,4,2,4,2,3,2,2,3,2,1
"395",0,0,1,1,1,1,1,1,0,1,3,4,4,4,4,4,4,4,3,2
"396",1,0,1,0,1,1,1,1,0,0,3,2,4,3,3,4,1,2,1,3
"397",1,0,1,1,0,0,0,0,0,0,3,4,4,4,3,2,1,3,2,3
"398",0,0,0,1,1,1,1,0,0,1,1,4,4,3,3,4,3,2,1,3
"399",0,0,0,0,0,1,1,0,0,1,1,2,2,3,4,2,2,3,2,3
"400",0,1,1,1,1,1,1,1,1,0,3,4,4,4,3,4,4,4,2,3
"401",0,0,1,1,1,1,1,0,0,1,3,4,4,3,3,2,2,4,3,3
"402",0,0,0,0,1,0,0,0,0,1,3,2,2,1,3,2,3,3,3,2
"403",0,1,0,1,0,1,1,0,0,1,3,4,4,3,3,2,4,4,2,3
"404",0,0,1,0,0,0,1,0,0,0,3,4,4,2,4,4,3,4,2,3
"405",0,0,0,0,0,1,1,0,0,1,3,4,4,4,1,4,2,3,4,1
"406",0,0,0,0,1,1,0,0,1,1,1,2,2,2,3,4,3,3,1,3
"407",0,1,0,1,1,1,1,0,0,1,3,1,4,4,4,4,3,4,4,1
"408",0,0,1,0,1,1,1,0,1,0,3,4,4,3,2,1,3,2,1,4
"409",1,0,0,0,0,0,1,1,1,1,3,3,4,2,4,2,2,3,3,1
"410",1,1,1,1,1,1,1,1,0,1,4,4,4,4,4,4,4,4,4,4
"411",1,0,1,0,0,1,1,0,0,0,3,2,2,3,3,2,3,3,2,0
"412",0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,2
"413",1,0,1,0,0,1,1,1,0,1,4,4,2,4,4,4,2,4,4,3
"414",1,1,1,0,0,1,1,0,0,1,3,4,2,3,3,4,2,3,3,3
"415",0,0,0,1,0,0,1,0,1,0,3,2,2,2,1,2,3,2,0,2
"416",0,0,0,1,0,0,1,1,0,0,2,3,4,0,3,3,2,1,2,1
"417",0,0,0,0,0,0,0,0,0,1,3,2,4,3,3,3,3,3,1,0
"418",0,0,1,0,0,0,1,0,0,0,1,2,2,4,3,4,1,2,3,1
"419",0,0,0,1,1,0,1,1,1,0,3,1,4,4,1,3,2,3,3,0
"420",0,0,0,0,0,1,1,1,1,1,3,2,4,4,3,4,3,4,4,4
"421",0,0,0,0,1,0,1,1,0,1,1,2,4,3,3,4,3,4,4,0
"422",0,0,1,0,0,0,1,0,0,0,3,4,2,3,3,1,2,2,1,2
"423",0,0,0,0,1,1,1,0,1,0,2,4,4,4,4,2,2,4,3,4
"424",1,1,1,1,1,1,1,1,0,1,1,4,4,4,4,4,4,3,4,3
"425",0,0,0,1,0,0,1,1,1,1,3,4,2,3,3,4,4,4,4,2
"426",0,0,0,1,1,0,1,1,0,0,4,2,4,4,4,4,4,4,4,2
"427",0,0,0,0,1,0,1,1,0,0,3,2,4,4,3,3,1,3,3,1
"428",0,0,0,1,0,1,1,1,0,1,3,4,4,4,4,4,4,4,3,4
"429",0,0,0,0,0,1,1,1,0,0,3,1,4,2,4,4,3,4,4,1
"430",0,0,0,1,0,1,1,1,0,1,3,4,4,3,4,1,4,3,1,2
"431",0,0,0,0,0,0,0,1,0,0,3,2,2,2,3,1,3,0,3,2
"432",0,1,1,1,1,1,1,0,0,1,2,2,4,4,4,2,3,3,4,4
"433",0,0,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,4
"434",0,0,0,0,1,0,1,0,0,0,3,2,4,2,4,4,1,1,3,0
"435",1,0,1,1,1,1,1,1,0,1,4,4,4,3,4,3,3,4,1,4
"436",0,0,0,0,1,1,1,0,0,1,4,4,4,3,3,4,2,2,3,0
"437",0,0,0,0,1,1,0,0,0,0,1,2,2,2,3,2,3,4,3,3
"438",0,0,1,0,1,0,1,1,0,1,3,4,4,4,4,2,3,1,3,3
"439",1,0,0,0,0,0,1,1,0,1,3,2,4,1,3,2,2,1,2,1
"440",1,0,1,0,0,1,1,0,0,1,3,1,4,3,3,3,4,4,3,3
"441",0,0,0,1,0,0,0,0,0,0,1,2,2,2,2,3,4,3,3,3
"442",0,0,1,1,1,1,1,0,0,1,1,4,4,3,3,4,3,2,1,2
"443",0,0,0,1,0,1,0,0,0,0,4,3,2,2,1,3,3,3,2,3
"444",0,0,0,0,1,0,1,0,1,0,3,4,2,1,2,2,3,2,2,3
"445",0,0,1,0,0,0,1,0,0,0,1,3,2,1,1,2,1,1,3,2
"446",0,0,1,0,1,0,1,0,0,0,4,2,4,4,4,2,2,3,4,2
"447",0,0,0,0,0,0,1,0,0,1,3,4,2,4,3,2,2,2,4,1
"448",1,1,1,0,1,0,1,1,0,1,3,2,4,3,4,2,4,2,3,1
"449",0,0,0,0,0,1,1,0,0,0,3,1,4,2,4,4,1,1,0,3
"450",1,0,1,1,1,1,1,1,0,1,2,4,4,4,3,4,3,4,3,4
"451",0,0,0,0,0,0,1,0,0,1,3,4,4,4,4,4,2,3,0,2
"452",0,0,1,0,1,0,1,0,1,0,3,2,4,3,3,2,4,4,2,3
"453",0,0,0,0,0,1,1,1,0,0,4,4,4,4,4,4,3,4,4,4
"454",0,1,1,1,1,1,1,0,0,1,3,4,4,3,4,4,3,3,4,3
"455",0,0,0,0,0,1,1,0,0,0,1,1,4,2,3,2,4,0,1,2
"456",0,0,0,1,0,1,1,0,0,0,1,2,2,2,1,2,3,2,1,3
"457",0,0,0,1,1,1,0,0,0,0,3,4,4,4,3,3,3,4,3,1
"458",1,0,0,0,0,0,1,1,1,0,3,2,2,3,1,4,3,3,1,2
"459",0,0,0,0,1,1,1,1,0,0,3,4,2,4,3,4,4,4,1,2
"460",0,0,1,0,0,1,1,1,1,1,3,3,4,4,4,4,3,4,4,3
"461",1,0,1,1,0,0,0,1,0,0,1,4,4,4,4,4,4,4,1,4
"462",0,0,0,0,1,1,1,0,1,0,3,1,4,4,3,4,4,1,3,3
"463",0,0,0,1,1,0,1,0,0,0,3,2,4,3,3,2,2,3,4,4
"464",1,0,0,1,0,0,1,0,0,1,3,4,4,4,3,3,4,4,4,4
"465",0,0,0,0,1,0,1,0,1,0,3,1,4,2,3,2,2,1,1,0
"466",0,0,0,0,0,1,1,0,0,0,3,1,2,4,4,4,2,2,2,4
"467",0,0,0,1,0,1,1,1,1,1,3,4,4,4,3,2,4,4,4,2
"468",1,0,1,1,1,1,1,0,0,0,3,4,4,3,3,4,4,4,3,2
"469",0,0,1,1,1,0,1,0,1,1,3,4,2,2,3,2,4,1,1,1
"470",0,0,0,1,1,0,0,0,1,0,1,2,4,2,1,4,4,3,1,2
"471",0,0,1,1,1,1,1,0,0,0,1,4,4,2,1,4,2,3,1,3
"472",0,0,0,0,0,0,0,1,0,1,1,2,4,3,2,3,2,4,4,3
"473",0,0,0,0,0,0,1,0,0,0,3,4,4,2,1,2,4,1,1,3
"474",0,0,0,0,1,1,1,1,0,1,3,2,4,3,3,4,3,4,2,3
"475",1,0,0,0,0,0,0,0,0,0,3,4,2,3,1,2,2,3,3,0
"476",0,0,0,1,1,1,1,0,0,0,1,4,4,4,1,2,4,1,1,0
"477",0,1,0,0,0,0,0,0,0,0,3,4,2,2,3,2,3,3,1,0
"478",1,1,1,1,1,1,1,0,0,1,3,2,4,4,3,4,3,3,4,4
"479",0,0,0,0,1,0,0,0,0,0,1,1,2,1,3,1,3,3,1,1
"480",1,0,1,0,1,0,1,1,0,0,1,1,2,1,1,3,2,3,1,1
"481",1,0,0,1,1,1,1,1,0,1,3,4,4,4,4,4,4,2,3,3
"482",1,0,1,1,1,0,1,1,1,1,3,2,4,4,4,4,3,4,4,4
"483",0,0,0,1,1,0,0,0,0,0,1,2,2,2,3,3,2,2,1,3
"484",0,0,0,0,0,0,0,1,0,0,2,3,4,2,3,3,2,4,0,1
"485",1,0,0,0,0,1,1,0,0,1,3,4,4,2,3,2,4,3,1,0
"486",1,0,1,0,1,1,1,1,1,1,3,2,4,4,3,4,3,4,4,3
"487",0,0,1,0,0,1,1,0,0,1,1,2,2,4,3,4,2,3,2,3
"488",0,0,0,1,0,1,1,0,0,0,1,1,2,1,3,1,0,1,2,3
"489",0,0,0,0,1,0,0,0,0,1,3,4,4,3,4,4,2,2,2,1
"490",1,1,1,1,1,1,1,1,0,1,4,4,4,4,3,4,3,2,1,3
"491",0,0,1,0,0,0,0,0,0,0,3,4,2,4,3,3,4,2,1,1
"492",0,0,1,1,0,0,1,1,1,1,4,4,4,3,1,4,1,3,1,1
"493",0,0,1,0,0,0,1,1,0,0,1,4,4,2,3,4,4,3,1,3
"494",0,0,1,0,1,1,1,0,1,1,3,4,4,4,4,2,3,4,3,2
"495",1,0,1,0,0,1,1,1,0,1,4,1,4,4,3,4,3,4,4,4
"496",0,0,0,1,0,1,0,0,0,0,3,2,2,3,3,3,4,0,1,3
"497",0,0,1,0,1,1,1,0,0,1,3,4,4,2,3,4,3,2,4,0
"498",1,1,1,0,0,1,1,0,0,1,4,4,4,4,4,4,4,4,4,4
"499",0,0,1,0,1,1,1,0,0,0,3,2,3,3,3,1,2,3,1,1
"500",0,0,1,0,0,1,1,1,0,1,3,3,2,4,4,4,3,2,2,4
"501",0,0,0,0,0,1,1,1,0,1,3,2,4,1,3,4,3,3,1,4
"502",0,0,0,0,0,1,0,0,0,1,1,1,4,2,3,4,2,1,3,1
"503",0,0,0,1,1,1,1,1,1,0,1,4,2,3,1,4,3,3,2,3
"504",0,0,1,0,1,0,1,1,0,1,2,1,4,1,3,2,2,1,1,3
"505",0,0,0,0,1,1,1,0,0,0,3,3,4,3,4,4,4,4,2,2
"506",0,0,0,1,1,1,1,1,0,1,3,4,4,4,4,4,1,4,1,3
"507",0,0,0,0,1,0,1,1,0,1,4,4,4,4,1,4,3,3,3,0
"508",0,0,0,1,0,1,1,1,0,1,4,4,4,2,4,4,4,4,3,3
"509",0,0,0,0,1,1,1,0,0,0,1,2,2,3,1,2,2,3,1,1
"510",0,0,0,0,0,1,0,0,0,1,3,1,2,2,3,4,2,3,1,3
"511",0,0,1,0,0,0,1,0,1,0,3,2,2,2,3,2,2,3,2,3
"512",1,0,1,0,0,1,1,0,0,0,3,1,4,3,3,4,3,3,3,2
"513",0,0,1,1,0,1,1,1,0,0,3,2,4,4,1,3,4,2,3,0
"514",0,0,0,0,0,0,1,1,0,0,3,2,2,1,3,1,3,1,2,3
"515",0,0,0,0,0,0,1,0,0,1,1,2,4,3,3,2,3,2,1,3
"516",1,0,1,1,1,1,1,1,1,0,4,4,4,3,4,4,3,4,1,3
"517",0,0,1,0,1,0,1,0,0,0,3,4,4,4,4,4,4,4,4,4
"518",1,0,0,1,0,0,0,1,0,0,1,2,4,3,4,1,1,3,3,3
"519",0,0,1,1,1,1,1,1,0,1,3,4,4,3,3,4,3,3,1,0
"520",0,0,0,0,0,1,1,0,0,1,3,1,4,3,1,4,2,2,2,2
"521",0,0,1,1,1,1,1,0,1,1,3,4,4,3,1,4,2,4,1,2
"522",0,0,1,0,1,1,1,1,0,0,1,2,4,3,3,4,3,4,4,2
"523",0,0,0,0,0,0,1,0,0,0,1,2,4,3,1,4,4,4,3,3
"524",0,0,1,1,1,1,0,0,0,0,1,4,4,3,1,2,3,4,1,3
"525",1,0,0,1,1,1,1,0,1,0,4,4,2,4,4,4,2,4,4,4
"526",1,1,1,0,0,1,1,0,0,1,4,1,4,4,3,4,3,4,4,4
"527",0,0,0,1,0,0,0,1,0,1,1,2,4,2,1,3,2,1,2,2
"528",0,0,0,0,0,0,0,0,1,0,1,2,2,3,1,1,2,3,3,3
"529",0,0,1,0,1,0,1,0,1,0,3,4,4,4,3,4,4,1,3,4
"530",1,0,1,0,1,1,1,1,0,1,3,2,4,3,4,4,4,4,4,2
"531",0,0,1,0,0,1,1,0,1,1,3,2,2,4,4,2,3,3,2,4
"532",1,0,0,0,0,1,1,0,0,0,1,4,4,1,3,3,3,1,1,1
"533",0,0,1,1,0,1,1,0,0,0,1,4,4,2,3,1,2,3,3,3
"534",0,0,1,1,1,1,1,1,0,0,1,2,4,2,3,2,1,0,1,1
"535",0,0,0,0,0,1,1,0,0,0,3,2,2,0,1,2,2,0,3,0
"536",0,0,0,1,1,1,1,0,0,1,3,2,4,4,4,2,1,4,1,3
"537",1,0,0,1,0,1,1,1,1,1,4,4,4,4,4,2,2,4,1,3
"538",1,0,0,1,0,1,1,0,0,0,3,4,2,3,4,3,1,4,1,4
"539",1,0,0,0,0,0,0,0,0,0,1,4,4,3,3,4,2,2,3,4
"540",0,0,0,1,0,1,1,0,1,0,3,3,4,4,4,2,2,3,1,1
"541",0,0,1,0,1,1,1,1,0,1,1,4,4,3,3,1,3,0,1,1
"542",1,0,0,0,0,1,1,0,0,0,1,2,2,2,1,3,4,1,2,3
"543",1,0,0,0,0,0,0,0,0,0,2,2,2,2,4,2,1,2,2,1
"544",1,0,0,0,0,0,1,0,0,0,2,4,4,2,4,4,0,4,3,2
"545",0,0,1,1,0,1,1,1,0,0,4,3,2,4,4,2,4,4,2,3
"546",0,0,0,0,0,1,1,0,0,0,3,4,4,4,4,4,4,4,1,4
"547",1,0,1,1,1,0,1,0,0,1,4,2,4,3,4,2,3,2,3,1
"548",0,0,1,1,1,1,1,0,0,1,4,4,4,3,4,4,3,4,4,4
"549",1,0,0,0,1,1,1,0,0,1,4,4,4,4,4,2,2,3,4,2
"550",0,0,0,0,1,0,1,0,0,0,3,3,2,2,1,3,3,2,3,1
"551",0,1,1,1,1,1,1,1,1,1,3,4,4,4,1,4,4,4,4,2
"552",0,0,0,0,0,0,1,1,0,0,3,2,4,4,1,2,4,1,1,2
"553",0,0,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3
"554",1,0,0,0,1,0,0,0,0,0,1,2,4,4,3,1,1,3,4,1
"555",0,0,0,0,1,0,1,0,0,0,3,2,2,1,3,2,2,3,3,1
"556",0,0,1,0,1,1,0,0,0,0,3,2,2,3,3,1,3,1,1,1
"557",1,0,1,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
"558",0,0,0,1,0,0,0,0,0,1,1,4,4,2,3,3,3,1,3,3
"559",0,0,1,1,1,1,1,0,0,1,3,4,4,4,4,2,4,4,2,3
"560",0,0,1,0,0,1,1,1,0,1,2,4,2,4,2,4,3,0,1,3
"561",1,0,0,0,1,1,1,1,0,0,4,4,4,4,3,4,3,3,4,4
"562",0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,3,2,2,3,3
"563",0,0,0,1,0,0,1,1,1,0,1,4,4,2,1,4,2,2,1,1
"564",0,0,1,0,1,1,1,1,0,0,3,3,4,3,4,4,3,4,1,4
"565",0,0,1,1,1,0,1,1,0,0,3,4,4,4,4,4,3,3,0,1
"566",0,0,0,0,0,1,0,0,1,0,3,2,4,3,3,2,2,4,3,1
"567",0,0,0,0,0,1,1,0,1,0,1,4,4,2,1,2,2,2,2,2
"568",0,1,1,0,0,1,1,1,0,0,4,4,4,4,2,4,4,4,4,4
"569",0,0,1,0,1,1,1,0,0,0,1,1,2,2,3,4,2,3,1,2
"570",0,1,1,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4
"571",0,0,0,1,0,0,0,0,0,0,3,1,2,2,3,3,2,3,3,1
"572",0,0,0,0,0,1,1,0,0,0,3,4,4,3,3,2,2,2,3,1
"573",0,0,0,0,0,0,1,0,0,0,4,2,4,2,3,2,3,1,3,3
"574",0,0,0,0,1,1,1,0,0,1,3,2,4,3,3,4,3,3,2,4
"575",0,0,1,0,1,1,1,0,0,0,4,2,2,3,1,4,2,3,2,3
"576",1,0,0,0,0,0,1,0,1,1,3,2,2,3,4,4,3,1,2,4
"577",1,0,0,0,0,0,1,1,0,1,0,2,4,3,4,4,3,1,2,3
"578",0,0,0,0,0,0,1,0,0,0,3,2,2,2,1,2,2,2,2,3
"579",0,0,0,1,0,0,0,0,1,0,2,2,1,3,1,4,0,3,3,3
"580",0,0,0,0,0,0,0,0,1,0,2,2,2,0,1,2,2,3,1,0
"581",0,0,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4
"582",1,0,1,0,0,0,1,1,0,1,4,3,4,3,1,4,3,4,4,3
"583",0,0,1,1,1,1,1,1,0,1,4,4,4,4,4,4,3,4,3,4
"584",1,0,0,0,1,0,1,1,1,1,3,4,4,3,4,4,4,4,3,1
"585",1,0,1,0,0,1,0,0,0,0,2,1,4,2,1,4,2,3,1,2
"586",1,0,0,0,1,1,1,1,0,1,3,2,4,4,4,4,4,4,4,4
"587",0,0,1,0,1,0,1,0,0,1,3,2,4,4,3,2,4,2,2,1
"588",1,0,0,0,1,1,1,0,0,1,3,4,4,4,4,4,4,4,0,3
"589",0,0,0,0,0,1,1,0,0,0,3,4,2,2,2,1,4,3,2,2
"590",0,0,1,0,0,1,1,1,0,1,4,4,4,4,4,3,4,4,4,4
"591",0,0,0,0,0,1,1,1,0,1,3,4,4,3,3,1,1,2,2,2
"592",0,0,0,0,0,0,0,0,0,1,3,2,4,3,4,2,3,4,2,4
"593",0,0,0,0,1,1,1,1,0,1,4,4,4,4,4,4,3,3,4,3
"594",1,0,0,0,1,0,1,0,0,1,1,2,2,4,1,2,2,2,2,1
"595",0,0,1,0,0,1,1,1,0,1,4,4,4,4,4,4,4,4,2,4
"596",0,0,0,1,1,1,1,1,0,0,3,4,4,3,4,4,4,3,4,4
"597",0,0,1,0,0,0,1,0,0,1,3,4,4,3,4,2,3,4,3,0
"598",0,0,1,0,0,1,1,1,0,1,3,4,2,3,1,2,3,4,3,3
"599",0,0,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4
"600",0,0,0,0,1,0,1,0,0,0,1,4,2,4,2,2,3,3,4,2
"601",1,0,0,0,0,0,0,0,1,0,3,4,4,3,3,2,1,1,1,2
"602",0,0,1,1,0,0,1,0,0,0,1,4,4,2,3,3,4,3,1,1
"603",0,0,0,0,1,1,1,0,0,1,3,2,2,2,4,2,2,3,1,3
"604",1,0,1,0,1,1,1,0,0,0,4,4,4,2,3,2,2,2,2,1
"605",1,0,1,1,1,1,1,0,0,1,3,4,4,1,4,4,4,4,3,4
"606",0,1,1,0,0,1,1,0,0,1,3,4,4,3,3,4,4,3,3,2
"607",1,0,0,1,1,1,1,1,1,1,3,4,4,2,1,2,4,4,1,2
"608",0,0,0,0,0,1,1,0,0,0,3,4,4,3,3,2,3,4,4,3
"609",0,0,0,1,1,1,1,1,0,1,1,4,4,2,3,4,4,4,1,3
"610",0,0,1,1,0,1,1,1,1,1,3,4,4,4,4,2,3,3,1,3
"611",0,0,0,0,0,0,1,1,1,1,4,4,4,4,4,4,4,4,2,4
"612",0,0,0,0,0,0,0,0,0,0,3,0,2,3,2,1,1,4,3,3
"613",0,0,0,0,1,1,0,0,0,0,3,2,2,2,3,2,2,3,3,4
"614",0,0,1,0,0,1,1,0,0,1,3,2,2,2,4,1,2,3,2,3
"615",0,0,0,0,0,1,0,1,1,1,3,3,4,2,3,2,2,2,3,1
"616",0,1,1,1,0,1,1,1,1,1,4,4,4,3,4,4,3,4,4,4
"617",0,0,0,0,0,0,1,0,0,0,3,4,2,3,3,4,2,2,2,2
"618",0,0,0,1,0,1,1,1,0,1,3,2,4,4,4,4,2,3,2,1
"619",0,1,0,1,1,1,1,1,0,0,4,4,4,4,4,4,3,4,4,4
"620",0,0,1,1,1,1,1,1,1,0,3,4,4,4,4,4,3,3,3,3
"621",0,0,0,0,0,0,1,1,0,1,3,4,2,4,3,4,3,2,3,2
"622",0,0,0,0,0,0,1,0,0,0,2,4,4,4,4,2,2,3,4,4
"623",0,0,1,1,0,1,1,0,0,1,3,2,2,4,3,2,2,2,1,2
"624",0,0,1,0,0,1,1,1,0,1,3,4,4,4,4,3,3,4,2,2
"625",1,0,0,0,0,1,1,0,1,1,4,3,4,4,4,4,2,4,1,1
"626",1,0,0,0,1,0,0,1,0,0,3,4,2,3,1,3,1,3,2,1
"627",0,0,0,1,0,1,1,0,0,0,3,4,4,4,3,2,2,2,3,0
"628",1,0,0,0,1,0,0,1,0,0,1,4,4,3,3,2,2,1,3,3
"629",0,0,0,0,1,1,1,1,1,0,4,4,4,4,4,4,2,4,4,2
"630",0,0,0,0,0,1,1,1,0,1,1,3,4,2,3,3,3,3,3,3
"631",0,0,0,0,0,0,0,0,1,0,3,2,2,1,3,2,1,3,3,2
"632",0,0,1,0,1,1,1,1,0,0,3,2,4,2,3,2,2,3,4,1
"633",0,0,0,1,1,0,0,0,0,0,3,2,4,4,3,4,3,2,2,3
"634",0,1,1,1,0,0,1,0,0,0,3,4,4,4,3,4,4,4,4,2
"635",0,0,1,1,1,1,1,1,1,1,1,4,2,2,4,4,2,3,1,2
"636",0,0,0,0,0,0,0,0,1,0,1,3,2,1,1,2,2,3,3,2
"637",0,0,0,0,1,1,1,1,0,1,3,4,2,4,3,3,2,3,3,2
"638",0,0,0,0,1,1,1,1,0,0,3,2,4,3,1,2,3,3,3,4
"639",1,0,1,0,1,1,1,1,0,1,3,2,4,3,4,4,2,4,4,4
"640",1,0,1,0,1,0,1,0,0,1,3,2,4,3,4,4,4,2,1,2
"641",0,1,0,0,0,1,1,0,0,0,3,2,4,2,3,3,2,1,3,4
"642",0,1,0,1,0,1,1,1,0,1,4,4,4,4,4,4,3,4,1,4
"643",0,0,0,1,1,0,0,1,0,0,1,4,2,3,1,4,3,3,3,1
"644",0,0,0,0,1,0,1,1,0,0,3,4,4,3,4,1,3,3,1,3
